ObjectId,Country,ISO2,ISO3,Indicator,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Bond_Type,Type_of_Issuer,Use_of_Proceed,Principal_Currency,Unit,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,F2023,F2024
84,Côte d'Ivoire,CI,CIV,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,0.252174787,,,0.5,0.18706274,0.5,0.205884446,,0.6,0.18706274,,0.094089309,0.141133964,0.542341606,0.904198688
85,Côte d'Ivoire,CI,CIV,Social Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,0.05,0.6560563,1.325437474,0.134492326,3.354561674,0.862093937,1.613206818,0.378897912,4.163693805
86,Côte d'Ivoire,CI,CIV,Sovereign Social Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.043729903,,,
87,Côte d'Ivoire,CI,CIV,Sovereign Sustainability Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,2.2
88,Côte d'Ivoire,CI,CIV,Sustainability Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,2.95
89,"Croatia, Rep. of",HR,HRV,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,0.31896759,0.418318151
90,"Croatia, Rep. of",HR,HRV,Sustainability Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.209159075,,
91,"Croatia, Rep. of",HR,HRV,Sustainability Linked Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.313738613,,
92,Cyprus,CY,CYP,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.313738613,,,0.313738613
93,Cyprus,CY,CYP,Sovereign Sustainability Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,1.045795379,
94,Cyprus,CY,CYP,Sustainability Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,1.045795379,
95,Czech Rep.,CZ,CZE,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.888926071,0.522897689,1.045795378,0.522897689
96,Czech Rep.,CZ,CZE,Sustainability Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,0.522247754,0.522897689
97,Czech Rep.,CZ,CZE,Sustainability Linked Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.627477227,,0.784346534
98,Denmark,DK,DNK,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,0.594232501,,1.83134225,0.784346534,11.38746505,1.650592003,10.232456904,18.382964784,12.462985668,9.270028964
99,Denmark,DK,DNK,Sovereign Green Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,2.278019357,2.548043203,
100,Denmark,DK,DNK,Sustainability Linked Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.522897689,2.697544061,0.522897689
101,Dominican Rep.,DO,DOM,Sustainability Linked Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.6,,,
102,Ecuador,EC,ECU,Social Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.8,,,,
103,Ecuador,EC,ECU,Sovereign Social Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.8,,,,
104,"Egypt, Arab Rep. of",EG,EGY,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1.5,,,,
105,"Egypt, Arab Rep. of",EG,EGY,Sovereign Green Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1.5,,,,
106,"Egypt, Arab Rep. of",EG,EGY,Sovereign Sustainability Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,0.482751962,
107,"Egypt, Arab Rep. of",EG,EGY,Sustainability Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,0.482751962,
108,"Estonia, Rep. of",EE,EST,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,0.0680448,,,,,,,,,4.601499669
109,"Fiji, Rep. of",FJ,FJI,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,0.042924034,,,,,,0.008604,
110,"Fiji, Rep. of",FJ,FJI,Sovereign Green Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,0.042924034,,,,,,0.008604,
111,Finland,FI,FIN,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,0.241508848,0.094151986,0.047044654,0.228554026,0.55443584,0.827971093,3.024749905,2.237908931,0.65898729,3.60786826,2.995009498,4.990887419,6.419266302,8.621063921,8.513847406
112,Finland,FI,FIN,Social Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,3.833420044,1.200544947,0.724637681,0.1,0.337265636
113,Finland,FI,FIN,Sustainability Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.104579537,,,
114,Finland,FI,FIN,Sustainability Linked Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.643164157,1.254954451,0.062747722
115,France,FR,FRA,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,0.599701466,2.002067165,5.563596238,8.275608843,5.119763873,51.697135239,10.494366017,28.522074881,29.104833157,56.068086411,30.331474182,31.355401046,36.035288899
116,France,FR,FRA,Social Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,0.680458432,,,,,0.948098122,3.020319046,2.436866054,52.467561112,80.399435963,57.953463794,46.917559785,27.016385306
117,France,FR,FRA,Sovereign Green Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,36.71787578,,,,24.963135712,7.413643446,,10.37115278
118,France,FR,FRA,Sustainability Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,0.052874803,,,,,,0.627477227,0.522897689,0.679766996,0.90755221,0.732056764,1.585074647,3.974022439,8.982957871,11.121091669,10.082188803,6.009762028
119,France,FR,FRA,Sustainability Linked Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.921071956,11.803202442,9.714152563,7.148011409,3.10318235
120,Georgia,GE,GEO,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.5,1,,,0.6
121,Germany,DE,DEU,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,0.104579537,,,,,0.308128426,3.624939757,6.608367079,4.183608237,7.969021248,6.391797287,19.796767081,45.624340065,75.081375336,81.630701978,67.338305285,58.830030265
122,Germany,DE,DEU,Social Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,0.104970345,0.522897689,0.522897689,1.317702175,2.32166574,4.687843624,6.216958418,3.850934323,5.908743887
123,Germany,DE,DEU,Sovereign Green Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,19.347214523,22.746049507,9.412158417,21.438805282,5.751874588
124,Germany,DE,DEU,Sustainability Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,0.314911037,0.784346534,1.665830207,1.908576567,2.117735643,8.517623355,3.100783299,4.764405711,3.660283828,2.98051683,1.307244224
125,Germany,DE,DEU,Sustainability Linked Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,4.145348022,2.039300988,2.562859156,6.083181512
126,Greece,GR,GRC,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,0.156869306,0.522897689,1.485029436,0.240532937,,3.032806598
127,Greece,GR,GRC,Sustainability Linked Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,1.778264942,,,
128,Guatemala,GT,GTM,Social Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1,,,,
129,Guatemala,GT,GTM,Sovereign Social Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1,,,,
130,Guatemala,GT,GTM,Sovereign Sustainability Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,2.8
131,Guatemala,GT,GTM,Sustainability Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,2.8
132,Guernsey,GG,GGY,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,0.023702094,0.527216813,0.05054679,,,0.66978969
133,Guinea-Bissau,GW,GNB,Social Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.041062801,0.143096764,0.102941749,,
134,Guinea-Bissau,GW,GNB,Sovereign Social Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.041062801,0.143096764,0.102941749,,
135,Honduras,HN,HND,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,0.057210648,,,0.375,,0.245070736,0.406897434,0.065102536,
136,Honduras,HN,HND,Social Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.091486364,1.471609691,0.34810908,3.1346748,0.489955903
137,Honduras,HN,HND,Sovereign Sustainability Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.4
138,Honduras,HN,HND,Sustainability Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.432983162
139,Hungary,HU,HUN,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1.966018255,1.300267433,3.77605325,1.307030649,2.62319633
140,Hungary,HU,HUN,Sovereign Green Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1.702660514,0.606472036,2.649381094,,1.577400952
141,Hungary,HU,HUN,Sustainability Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.5
142,Iceland,IS,ISL,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,0.029464606,,0.78791398,1.166918147,0.477570942,0.360797436,1.595922068
143,Iceland,IS,ISL,Social Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.052289768
144,Iceland,IS,ISL,Sovereign Green Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.784346534
145,Iceland,IS,ISL,Sovereign Social Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.052289768
146,Iceland,IS,ISL,Sustainability Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.314729332,,0.313738613,,
147,India,IN,IND,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,0.721164751,0.687070514,2.022929623,,3.53225286,0.934276147,4.609817069,1.229101575,4.660998933,9.109669136
148,India,IN,IND,Social Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1,1.45,0.991083227,0.120204249,3.2
149,India,IN,IND,Sovereign Green Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,3.003280504,3.661391442
150,India,IN,IND,Sustainability Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,1.2,,2,0.75
151,India,IN,IND,Sustainability Linked Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,2.4,0.8,,
152,Indonesia,ID,IDN,Green Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,2.530712529,1.592018909,1.841711755,1.815159155,6.113564992,3.86748972,6.175553343
153,Indonesia,ID,IDN,Social Bond Issuances by Country,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,0.042879019,0.653420077
154,Indonesia,ID,IDN,Sovereign Green Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,0.138341241,0.167109234
155,Indonesia,ID,IDN,Sovereign Social Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.186391056
156,Indonesia,ID,IDN,Sovereign Sustainability Bond Issuances,"Refinitiv; Country authorities; IMF staff calculations.",,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.522897689,,,0.784346534
